distortion,actual_psnr,cnn_predicted,brisque_predicted,cnn_error,brisque_error
Compress_20,56.22,46.76,51.07,9.45,5.14
Compress_20,53.75,39.61,51.9,14.13,1.84
Compress_20,51.18,34.85,54.46,16.33,3.28
Compress_20,51.46,48.45,23.4,3.01,28.06
Compress_20,52.95,40.43,46.22,12.52,6.73
Compress_20,52.51,45.3,51.27,7.22,1.25
Compress_20,53.92,40.27,55.03,13.65,1.12
Compress_20,53.2,41.27,51.37,11.93,1.82
Compress_20,52.19,42.12,54.21,10.07,2.02
Compress_20,52.31,43.26,49.8,9.05,2.5
Compress_20,51.92,37.32,51.47,14.6,0.45
Compress_20,53.72,41.35,52.02,12.38,1.71
Compress_20,53.64,38.47,47.29,15.17,6.35
Compress_20,52.45,44.5,48.61,7.95,3.85
Compress_20,52.93,38.06,49.83,14.87,3.1
Compress_20,52.2,40.12,43.2,12.08,8.99
Compress_20,52.31,41.0,53.88,11.32,1.57
Compress_20,51.59,42.8,40.82,8.78,10.77
Compress_20,54.21,39.99,44.9,14.22,9.31
Compress_20,52.46,42.32,49.44,10.14,3.03
Compress_20,54.38,38.03,51.62,16.34,2.75
Compress_20,51.18,36.77,52.43,14.41,1.26
Compress_20,53.5,39.64,49.31,13.86,4.19
Compress_20,54.2,42.57,51.13,11.63,3.07
Compress_20,54.8,42.87,49.21,11.94,5.6
Compress_20,55.74,46.62,44.01,9.12,11.73
Compress_20,53.35,35.51,51.62,17.84,1.72
Compress_20,54.58,35.28,52.32,19.3,2.26
Compress_20,53.14,45.39,53.51,7.75,0.37
Compress_20,53.29,39.7,48.51,13.59,4.78
Compress_20,53.46,42.5,51.49,10.97,1.97
Compress_20,52.35,36.9,41.05,15.45,11.3
Compress_20,52.97,44.48,46.86,8.49,6.1
Compress_20,55.61,43.61,47.18,12.0,8.43
Compress_20,51.59,41.1,53.34,10.49,1.75
Compress_20,53.41,41.34,50.77,12.07,2.64
Compress_20,51.6,42.9,50.39,8.7,1.21
Compress_20,55.67,40.26,51.95,15.41,3.71
Compress_20,51.34,43.28,51.21,8.06,0.13
Compress_20,53.13,41.96,53.07,11.17,0.06
Compress_20,53.29,42.41,45.67,10.88,7.62
Compress_20,52.79,39.38,53.17,13.4,0.39
Compress_20,54.65,42.62,53.43,12.03,1.22
Compress_20,54.8,38.94,44.97,15.86,9.83
Compress_20,53.09,39.23,49.18,13.86,3.9
Compress_20,52.75,37.39,54.7,15.35,1.95
Compress_20,53.03,40.84,52.11,12.19,0.92
Compress_20,53.56,36.79,51.51,16.77,2.05
Compress_20,53.95,36.07,51.82,17.89,2.13
Compress_20,53.49,43.98,46.58,9.51,6.91
Compress_20,51.9,41.54,53.97,10.36,2.07
Compress_20,51.31,40.8,51.94,10.51,0.63
Compress_20,52.66,43.79,46.82,8.87,5.83
Compress_20,55.28,44.24,49.45,11.04,5.83
Compress_20,52.48,40.6,54.1,11.87,1.63
Compress_20,52.21,35.74,55.42,16.47,3.21
Compress_20,53.25,42.42,51.02,10.83,2.24
Compress_20,55.42,46.16,32.66,9.26,22.77
Compress_20,54.78,41.38,41.06,13.39,13.72
Compress_20,51.85,36.9,50.13,14.95,1.72
Compress_20,53.57,46.44,41.15,7.14,12.43
Compress_20,52.71,40.42,51.57,12.29,1.14
Compress_20,53.08,44.1,45.23,8.98,7.85
Compress_20,53.91,39.8,49.65,14.11,4.26
Compress_20,54.1,41.43,54.05,12.67,0.05
Compress_20,52.01,44.58,52.67,7.44,0.66
Compress_20,51.76,41.27,45.84,10.49,5.92
Compress_20,54.24,36.92,52.26,17.32,1.97
Compress_20,53.49,38.82,50.96,14.67,2.53
Compress_20,52.87,37.63,52.34,15.23,0.53
Compress_20,52.11,40.89,52.44,11.22,0.33
Compress_20,57.13,42.39,35.27,14.73,21.86
Compress_20,52.69,37.53,49.81,15.15,2.87
Compress_20,53.58,44.68,52.88,8.89,0.69
Compress_20,53.07,36.7,47.8,16.37,5.27
Compress_20,52.94,40.82,52.88,12.12,0.06
Compress_20,52.49,39.97,50.23,12.52,2.26
Compress_20,53.87,42.3,50.33,11.57,3.54
Compress_20,51.88,39.83,50.93,12.05,0.95
Compress_20,56.7,41.78,50.2,14.92,6.5
Compress_20,53.37,41.45,51.68,11.91,1.69
Compress_20,51.64,38.34,53.83,13.3,2.19
Compress_20,51.75,36.89,50.43,14.86,1.33
Compress_20,54.02,38.83,53.52,15.19,0.5
Compress_20,53.26,41.26,56.07,12.0,2.8
Compress_20,52.53,38.42,53.88,14.11,1.35
Compress_20,52.72,39.09,52.03,13.62,0.68
Compress_20,56.34,47.98,32.65,8.36,23.68
Compress_20,51.36,35.28,48.92,16.08,2.45
Compress_20,51.16,36.83,53.59,14.33,2.43
Compress_20,53.85,35.58,16.5,18.27,37.35
Compress_20,53.37,39.6,50.26,13.77,3.11
Compress_20,53.59,38.8,50.71,14.79,2.88
Compress_20,50.91,45.95,49.82,4.95,1.09
Compress_20,52.88,40.38,53.33,12.5,0.45
Compress_20,56.6,46.82,50.71,9.78,5.89
Compress_20,54.43,46.67,44.39,7.75,10.03
Compress_20,50.98,46.12,46.13,4.86,4.84
Compress_20,54.8,44.39,51.99,10.41,2.81
Compress_20,52.9,41.73,53.07,11.17,0.17
Compress_20,53.3,38.95,52.31,14.34,0.99
Compress_20,52.52,40.28,50.32,12.24,2.2
Compress_20,53.17,37.24,50.36,15.92,2.81
Compress_20,50.44,44.94,42.58,5.5,7.85
Compress_20,54.51,46.06,44.16,8.44,10.35
Compress_20,54.08,41.86,53.46,12.22,0.62
Compress_20,52.85,32.21,49.53,20.63,3.32
Compress_20,52.79,38.99,52.99,13.8,0.2
Compress_20,55.68,41.44,48.66,14.24,7.03
Compress_20,54.53,42.45,52.12,12.08,2.41
Compress_20,57.13,48.23,47.66,8.91,9.47
Compress_20,52.26,40.21,52.48,12.05,0.22
Compress_20,53.83,39.09,55.06,14.74,1.23
Compress_20,55.06,41.08,48.14,13.98,6.92
Compress_20,53.68,43.6,51.35,10.07,2.33
Compress_20,51.22,42.49,46.35,8.73,4.87
Compress_20,51.35,40.44,52.31,10.91,0.96
Compress_20,52.45,43.77,49.83,8.68,2.61
Compress_20,55.76,48.23,14.66,7.53,41.1
Compress_20,54.74,41.23,52.68,13.52,2.06
Compress_20,54.65,44.69,49.31,9.95,5.34
Compress_20,52.5,39.16,52.75,13.34,0.25
Compress_20,52.93,32.83,52.61,20.1,0.33
Compress_20,53.07,46.74,50.86,6.33,2.2
Compress_20,53.15,45.65,50.01,7.5,3.14
Compress_20,54.89,44.84,47.64,10.05,7.26
Compress_20,52.99,40.34,51.38,12.66,1.61
Compress_20,52.73,43.21,51.0,9.52,1.73
Compress_20,51.9,38.62,53.87,13.28,1.98
Compress_20,51.52,43.35,49.05,8.17,2.47
Compress_20,49.98,34.53,44.35,15.44,5.62
Compress_20,52.3,47.51,49.5,4.79,2.8
Compress_20,53.96,38.2,52.73,15.76,1.23
Compress_20,54.35,45.71,53.74,8.65,0.61
Compress_20,53.1,44.5,47.94,8.59,5.16
Compress_20,52.97,40.37,50.77,12.6,2.2
Compress_20,52.46,38.03,50.15,14.42,2.31
Compress_20,54.24,42.44,47.81,11.81,6.43
Compress_20,53.88,47.24,52.37,6.64,1.51
Compress_20,54.21,43.61,47.45,10.61,6.76
Compress_20,53.16,42.14,49.28,11.02,3.89
Compress_20,52.43,44.72,50.89,7.72,1.54
Compress_20,55.57,37.5,48.4,18.07,7.17
Compress_20,53.77,38.28,53.07,15.48,0.7
Compress_20,55.92,42.31,52.19,13.61,3.73
Compress_20,52.72,37.61,53.05,15.11,0.32
Compress_20,56.76,47.68,46.82,9.08,9.94
Compress_20,56.88,37.85,52.32,19.04,4.57
Compress_20,52.91,42.12,44.75,10.79,8.16
Compress_20,53.11,43.74,52.84,9.37,0.26
Compress_20,50.88,41.02,52.27,9.87,1.39
Compress_20,52.45,45.71,37.01,6.73,15.43
Compress_20,50.83,38.97,53.09,11.86,2.26
Compress_20,52.21,37.95,46.1,14.26,6.11
Compress_20,53.78,41.92,47.32,11.86,6.46
Compress_20,51.08,43.52,40.09,7.56,10.98
Compress_20,51.92,44.5,46.36,7.43,5.56
Compress_20,53.24,44.45,49.14,8.79,4.09
Compress_20,54.09,45.34,52.62,8.75,1.47
Compress_20,53.36,40.29,55.29,13.07,1.93
Compress_20,56.23,39.48,50.57,16.75,5.66
Compress_20,54.21,38.37,51.24,15.84,2.97
Compress_20,55.78,36.72,50.84,19.06,4.94
Compress_20,51.64,41.48,53.1,10.16,1.46
Compress_20,52.75,44.46,47.64,8.29,5.11
Compress_20,52.73,42.66,47.14,10.07,5.59
Compress_20,51.82,34.55,50.86,17.27,0.97
Compress_20,50.2,39.4,54.52,10.8,4.32
Compress_20,51.76,45.94,25.04,5.82,26.71
Compress_20,57.0,47.69,42.0,9.32,15.0
Compress_20,52.87,39.25,53.48,13.62,0.61
Compress_20,55.55,40.08,51.88,15.47,3.67
Compress_20,55.35,44.84,45.41,10.51,9.94
Compress_20,56.3,47.46,49.98,8.84,6.32
Compress_20,54.52,39.21,52.28,15.31,2.24
Compress_20,53.14,40.37,51.27,12.77,1.87
Compress_20,52.82,39.75,49.85,13.07,2.97
Compress_20,53.89,40.48,51.02,13.41,2.87
Compress_20,53.05,43.58,52.25,9.47,0.8
Compress_20,56.51,43.1,49.91,13.4,6.6
Compress_20,53.17,44.04,46.58,9.13,6.59
Compress_20,53.49,41.43,50.49,12.07,3.0
Compress_20,52.36,41.98,51.28,10.38,1.08
Compress_20,52.23,39.24,52.33,12.99,0.1
Compress_20,54.33,41.36,49.69,12.97,4.64
Compress_20,55.59,43.67,49.45,11.92,6.14
Compress_20,51.49,38.55,55.02,12.94,3.53
Compress_20,53.35,41.23,49.96,12.12,3.39
Compress_20,51.49,46.77,32.5,4.73,18.99
Compress_20,52.48,43.97,52.8,8.51,0.32
Compress_20,53.09,41.67,46.3,11.41,6.79
Compress_20,54.82,43.22,53.01,11.61,1.81
Compress_20,52.52,37.6,53.47,14.92,0.95
Compress_20,53.66,40.21,50.48,13.45,3.18
Compress_20,53.7,45.49,49.73,8.2,3.96
Compress_20,52.88,38.08,51.62,14.8,1.26
Compress_20,54.12,41.4,52.93,12.72,1.19
Compress_20,50.14,38.71,53.42,11.43,3.29
Compress_20,52.88,36.53,49.87,16.36,3.01
Compress_20,52.73,41.24,53.52,11.49,0.79
Compress_20,53.96,40.14,48.56,13.82,5.4
Compress_20,55.7,41.58,49.56,14.11,6.14
Compress_20,52.94,44.06,53.01,8.88,0.07
Compress_20,51.7,34.94,50.93,16.76,0.77
Compress_20,53.57,42.77,49.29,10.8,4.28
Compress_20,55.82,42.76,51.87,13.06,3.96
Compress_20,54.09,44.61,48.78,9.48,5.31
Compress_20,52.49,41.74,52.1,10.75,0.39
Compress_20,53.48,38.96,49.0,14.52,4.47
Compress_20,53.53,41.4,49.56,12.13,3.96
Compress_20,53.93,41.17,47.81,12.76,6.13
Compress_20,51.86,42.89,54.49,8.97,2.63
Compress_20,52.16,40.03,50.54,12.12,1.62
Compress_20,52.92,38.59,51.38,14.33,1.54
Compress_20,53.68,41.83,50.78,11.85,2.91
Compress_20,52.86,42.62,43.03,10.24,9.83
Compress_20,54.02,44.59,49.9,9.43,4.12
Compress_20,52.1,38.35,52.85,13.74,0.75
Compress_20,52.45,41.41,51.73,11.04,0.72
Compress_20,52.62,42.66,50.32,9.96,2.3
Compress_20,53.2,40.02,45.84,13.19,7.37
Compress_20,52.26,45.65,53.3,6.61,1.03
Compress_20,53.28,39.3,52.03,13.98,1.24
Compress_20,53.43,40.97,52.17,12.46,1.27
Compress_20,52.92,34.15,53.67,18.77,0.74
Compress_20,54.33,41.92,50.75,12.41,3.58
Compress_20,53.24,43.91,54.13,9.32,0.89
Compress_20,52.17,39.46,52.33,12.71,0.16
Compress_20,52.15,41.5,48.77,10.66,3.39
Compress_20,50.18,42.53,40.67,7.65,9.51
Compress_20,52.83,42.85,44.76,9.98,8.07
Compress_20,53.26,40.63,51.59,12.63,1.68
Compress_20,54.46,41.14,46.88,13.32,7.58
Compress_20,56.35,44.04,48.52,12.31,7.84
Compress_20,52.28,39.63,54.28,12.65,2.0
Compress_20,52.7,39.61,53.61,13.09,0.91
Compress_20,54.24,42.87,51.7,11.37,2.54
Compress_20,54.27,41.04,22.53,13.23,31.74
Compress_20,52.3,40.42,51.2,11.88,1.11
Compress_20,54.34,38.41,50.51,15.93,3.82
Compress_20,52.86,43.0,51.43,9.86,1.43
Compress_20,55.34,41.66,47.87,13.68,7.47
Compress_20,54.22,51.09,51.27,3.13,2.94
Compress_20,54.2,48.76,53.29,5.44,0.9
Compress_20,52.48,41.32,52.74,11.16,0.26
Compress_20,51.13,37.32,53.3,13.81,2.17
Compress_20,51.38,41.1,52.75,10.28,1.37
Compress_20,51.17,35.67,52.47,15.49,1.31
Compress_20,49.98,36.38,52.38,13.59,2.4
Compress_20,52.07,46.38,52.77,5.69,0.7
Compress_20,51.12,42.53,52.13,8.59,1.01
Compress_20,53.8,39.96,52.94,13.85,0.87
Compress_20,54.59,38.39,49.24,16.21,5.35
Compress_20,51.42,41.72,50.68,9.7,0.74
Compress_20,52.09,44.1,53.51,7.99,1.42
Compress_20,50.39,33.79,53.16,16.6,2.77
Compress_20,52.67,41.3,53.25,11.38,0.57
Compress_20,53.22,42.88,53.45,10.34,0.23
Compress_20,54.17,39.79,52.09,14.38,2.08
Compress_20,53.1,37.59,52.75,15.51,0.36
Compress_20,53.33,39.65,51.61,13.68,1.72
Compress_20,54.06,35.5,49.83,18.56,4.24
Compress_20,56.09,47.41,49.84,8.68,6.25
Compress_20,51.01,37.42,43.82,13.59,7.19
Compress_20,54.0,38.67,50.24,15.34,3.76
Compress_20,54.45,44.08,52.53,10.37,1.92
Compress_20,53.88,39.64,51.84,14.24,2.05
Compress_20,53.21,47.7,50.78,5.52,2.44
Compress_20,52.68,42.19,50.24,10.49,2.43
Compress_20,52.61,41.97,50.82,10.64,1.79
Compress_20,52.2,43.34,47.61,8.86,4.59
Compress_20,54.07,40.51,48.86,13.57,5.21
Compress_20,51.81,36.88,50.77,14.93,1.04
Compress_20,53.61,37.4,53.63,16.22,0.02
Compress_20,51.69,40.59,49.07,11.09,2.62
Compress_20,54.37,42.97,45.63,11.4,8.74
Compress_20,54.4,47.34,51.49,7.06,2.91
Compress_20,51.73,39.63,52.13,12.1,0.4
Compress_20,50.68,38.47,51.32,12.21,0.63
Compress_20,52.71,46.3,50.3,6.41,2.41
Compress_20,53.55,41.43,48.29,12.13,5.26
Compress_20,52.77,37.24,52.92,15.54,0.14
Compress_20,52.94,41.66,48.85,11.29,4.09
Compress_20,52.59,45.1,51.55,7.48,1.03
Compress_20,52.88,38.45,50.6,14.43,2.28
Compress_20,50.75,39.77,54.67,10.98,3.92
Compress_20,52.0,33.92,49.94,18.08,2.06
Compress_20,51.57,37.89,50.53,13.68,1.03
Compress_20,53.34,39.74,45.48,13.6,7.86
Compress_20,52.69,41.38,50.59,11.31,2.11
Compress_40,43.89,44.68,51.87,0.78,7.98
Compress_40,43.38,41.21,54.81,2.18,11.43
Compress_40,41.3,32.37,48.22,8.92,6.92
Compress_40,43.42,42.12,49.0,1.3,5.58
Compress_40,43.05,38.05,53.91,5.0,10.86
Compress_40,44.06,34.18,50.4,9.88,6.34
Compress_40,43.99,43.11,51.47,0.88,7.48
Compress_40,44.97,39.78,52.93,5.19,7.95
Compress_40,44.0,47.73,50.54,3.72,6.53
Compress_40,47.13,49.46,48.88,2.33,1.75
Compress_40,41.39,40.11,49.08,1.28,7.7
Compress_40,44.54,40.85,49.63,3.69,5.1
Compress_40,44.12,40.74,47.97,3.38,3.85
Compress_40,43.65,38.47,50.12,5.18,6.47
Compress_40,43.37,50.31,48.31,6.94,4.94
Compress_40,41.71,40.44,52.75,1.27,11.04
Compress_40,43.31,45.13,51.17,1.82,7.86
Compress_40,44.13,43.6,49.89,0.52,5.77
Compress_40,44.66,43.75,50.5,0.91,5.84
Compress_40,42.99,39.11,49.34,3.88,6.35
Compress_40,43.05,38.35,53.29,4.7,10.24
Compress_40,42.16,41.4,51.95,0.76,9.79
Compress_40,43.02,46.97,51.71,3.95,8.69
Compress_40,44.94,36.96,53.18,7.98,8.23
Compress_40,44.0,43.84,50.86,0.16,6.85
Compress_40,44.05,42.31,53.52,1.73,9.47
Compress_40,44.77,46.15,51.96,1.38,7.2
Compress_40,43.93,46.05,49.64,2.11,5.71
Compress_40,43.18,36.61,46.22,6.57,3.03
Compress_40,41.53,39.47,54.09,2.06,12.56
Compress_40,43.66,37.56,49.63,6.1,5.97
Compress_40,43.36,41.52,54.42,1.84,11.05
Compress_40,45.01,41.51,50.13,3.5,5.12
Compress_40,43.69,42.56,53.34,1.14,9.65
Compress_40,43.03,42.31,50.03,0.71,7.01
Compress_40,42.17,41.2,49.84,0.98,7.66
Compress_40,43.73,45.8,52.88,2.08,9.15
Compress_40,41.94,43.41,55.14,1.46,13.2
Compress_40,44.77,44.13,51.22,0.64,6.45
Compress_40,41.43,44.95,54.95,3.52,13.52
Compress_40,43.4,45.16,53.43,1.76,10.03
Compress_40,41.0,40.45,49.03,0.56,8.02
Compress_40,42.07,47.16,48.68,5.08,6.6
Compress_40,44.31,38.75,52.58,5.55,8.27
Compress_40,43.55,44.74,47.71,1.18,4.16
Compress_40,40.92,40.13,50.82,0.8,9.9
Compress_40,44.29,37.63,52.45,6.66,8.16
Compress_40,44.57,43.3,53.59,1.26,9.02
Compress_40,41.48,42.31,51.63,0.83,10.16
Compress_40,43.15,44.54,48.9,1.39,5.75
Compress_40,42.32,40.36,50.27,1.96,7.95
Compress_40,43.05,42.54,51.78,0.51,8.72
Compress_40,42.95,40.94,54.92,2.01,11.97
Compress_40,41.14,44.09,50.82,2.95,9.68
Compress_40,43.82,41.88,53.69,1.94,9.87
Compress_40,45.17,46.89,47.82,1.73,2.65
Compress_40,43.94,38.79,49.39,5.14,5.45
Compress_40,42.18,31.19,54.98,11.0,12.79
Compress_40,45.63,42.69,50.04,2.94,4.41
Compress_40,42.99,39.52,46.74,3.47,3.75
Compress_40,42.69,47.2,48.48,4.5,5.79
Compress_40,43.47,42.11,48.9,1.36,5.43
Compress_40,43.7,38.84,46.54,4.86,2.84
Compress_40,43.91,40.71,50.16,3.2,6.25
Compress_40,45.44,47.6,44.34,2.16,1.11
Compress_40,45.58,42.76,50.04,2.81,4.46
Compress_40,43.66,41.48,52.23,2.18,8.58
Compress_40,41.58,42.39,51.45,0.8,9.86
Compress_40,42.81,45.98,50.94,3.17,8.13
Compress_40,43.15,45.81,52.33,2.66,9.18
Compress_40,42.37,41.46,50.29,0.91,7.92
Compress_40,41.66,44.44,48.92,2.78,7.26
Compress_40,41.62,36.93,53.59,4.69,11.97
Compress_40,43.8,40.09,51.36,3.71,7.57
Compress_40,44.68,44.19,52.21,0.48,7.54
Compress_40,42.83,42.84,52.89,0.01,10.05
Compress_40,41.32,42.29,47.69,0.96,6.37
Compress_40,43.61,38.82,52.67,4.78,9.06
Compress_40,42.93,36.9,50.5,6.03,7.58
Compress_40,43.58,41.36,49.39,2.21,5.82
Compress_40,42.64,36.11,52.89,6.54,10.25
Compress_40,44.14,38.15,42.62,5.99,1.52
Compress_40,46.04,46.69,16.01,0.65,30.03
Compress_40,44.51,38.25,48.74,6.26,4.23
Compress_40,42.83,45.8,32.23,2.97,10.6
Compress_40,41.9,41.72,51.25,0.18,9.34
Compress_40,44.12,39.49,53.45,4.63,9.33
Compress_40,41.68,41.65,47.3,0.03,5.62
Compress_40,43.49,41.6,54.35,1.89,10.86
Compress_40,41.69,42.74,52.76,1.06,11.07
Compress_40,43.49,37.98,50.78,5.51,7.3
Compress_40,43.46,43.73,54.39,0.27,10.93
Compress_40,43.51,41.99,51.53,1.52,8.03
Compress_40,40.29,34.98,46.63,5.31,6.35
Compress_40,42.56,39.84,51.89,2.73,9.33
Compress_40,42.11,39.73,53.04,2.39,10.93
Compress_40,45.86,42.76,51.91,3.1,6.04
Compress_40,41.23,48.34,41.11,7.1,0.12
Compress_40,45.63,48.95,33.29,3.32,12.33
Compress_40,44.13,40.74,38.8,3.39,5.33
Compress_40,41.27,40.53,45.31,0.75,4.04
Compress_40,44.64,46.19,53.18,1.55,8.54
Compress_40,45.65,44.72,46.67,0.93,1.02
Compress_40,45.28,44.97,51.86,0.3,6.59
Compress_40,42.63,47.88,50.11,5.25,7.49
Compress_40,41.61,36.9,54.69,4.71,13.09
Compress_40,41.51,39.65,52.91,1.86,11.39
Compress_40,43.04,43.33,47.36,0.28,4.32
Compress_40,48.06,44.78,53.72,3.28,5.66
Compress_40,41.3,42.73,52.56,1.42,11.25
Compress_40,44.18,38.01,53.22,6.17,9.04
Compress_40,43.19,42.16,52.96,1.04,9.77
Compress_40,43.37,40.11,51.47,3.25,8.1
Compress_40,43.06,43.32,52.11,0.26,9.05
Compress_40,45.12,27.44,51.39,17.67,6.28
Compress_40,43.57,38.66,53.25,4.91,9.68
Compress_40,45.18,41.77,53.1,3.41,7.92
Compress_40,44.95,40.76,47.26,4.2,2.3
Compress_40,42.75,36.5,46.57,6.25,3.82
Compress_40,41.68,41.03,48.55,0.65,6.87
Compress_40,42.52,38.85,53.77,3.67,11.25
Compress_40,44.2,39.96,49.02,4.24,4.82
Compress_40,43.43,41.26,50.97,2.16,7.54
Compress_40,45.8,47.06,48.66,1.25,2.86
Compress_40,42.62,38.61,51.1,4.02,8.47
Compress_40,44.09,47.02,51.52,2.93,7.42
Compress_40,43.45,43.95,48.61,0.51,5.16
Compress_40,42.44,36.9,54.54,5.53,12.11
Compress_40,44.45,41.3,54.22,3.15,9.77
Compress_40,42.25,47.82,53.1,5.58,10.86
Compress_40,46.43,44.69,48.33,1.75,1.9
Compress_40,42.8,39.35,54.03,3.45,11.23
Compress_40,42.36,47.04,38.52,4.68,3.84
Compress_40,43.27,37.72,52.55,5.55,9.28
Compress_40,42.31,39.6,51.72,2.71,9.41
Compress_40,44.42,42.81,51.38,1.61,6.96
Compress_40,45.66,41.85,42.8,3.81,2.86
Compress_40,40.72,39.91,49.06,0.81,8.34
Compress_40,43.73,42.68,53.12,1.06,9.39
Compress_40,43.18,42.59,51.34,0.59,8.16
Compress_40,43.49,46.76,51.16,3.27,7.66
Compress_40,43.43,42.52,51.77,0.91,8.34
Compress_40,43.7,48.19,49.84,4.49,6.14
Compress_40,41.62,41.09,53.25,0.53,11.63
Compress_40,42.14,40.15,46.58,2.0,4.43
Compress_40,42.46,38.25,54.41,4.21,11.95
Compress_40,41.28,39.17,41.16,2.12,0.12
Compress_40,41.04,40.57,51.35,0.47,10.31
Compress_40,44.11,44.53,52.0,0.42,7.9
Compress_40,43.7,38.56,51.5,5.14,7.8
Compress_40,43.24,43.36,49.9,0.12,6.66
Compress_40,41.77,43.86,51.46,2.1,9.69
Compress_40,43.98,32.38,51.19,11.6,7.2
Compress_40,45.43,38.98,52.14,6.45,6.71
Compress_40,44.25,47.09,53.07,2.83,8.82
Compress_40,43.47,44.22,52.67,0.75,9.2
Compress_40,43.13,41.5,49.98,1.63,6.85
Compress_40,42.93,40.71,49.29,2.21,6.37
Compress_40,41.29,45.52,51.85,4.23,10.57
Compress_40,43.67,42.63,51.32,1.04,7.65
Compress_40,43.78,43.15,51.95,0.64,8.17
Compress_40,44.94,43.91,49.73,1.02,4.79
Compress_40,44.95,42.31,49.24,2.64,4.29
Compress_40,43.15,41.85,50.47,1.3,7.31
Compress_40,42.52,43.35,23.21,0.82,19.32
Compress_40,41.44,39.23,43.15,2.2,1.71
Compress_40,44.77,42.66,49.7,2.11,4.93
Compress_40,44.66,45.8,45.48,1.14,0.83
Compress_40,42.04,43.34,48.17,1.3,6.13
Compress_40,44.34,41.22,50.39,3.12,6.05
Compress_40,42.1,39.65,51.87,2.45,9.76
Compress_40,43.3,42.96,48.71,0.34,5.41
Compress_40,41.53,45.34,40.3,3.81,1.23
Compress_40,43.46,40.94,53.65,2.52,10.19
Compress_40,40.94,34.96,50.6,5.98,9.66
Compress_40,43.9,50.69,50.91,6.78,7.01
Compress_40,43.69,45.89,54.63,2.2,10.94
Compress_40,42.54,41.18,54.31,1.37,11.77
Compress_40,43.17,38.33,51.21,4.84,8.05
Compress_40,45.4,43.07,54.95,2.32,9.55
Compress_40,41.41,42.23,53.03,0.82,11.61
Compress_40,42.73,39.47,50.69,3.26,7.96
Compress_40,43.19,38.92,52.86,4.27,9.68
Compress_40,43.63,42.41,53.78,1.22,10.15
Compress_40,47.62,44.69,53.21,2.93,5.59
Compress_40,46.18,45.12,54.39,1.06,8.21
Compress_40,42.32,38.79,51.39,3.53,9.07
Compress_40,44.28,42.74,49.35,1.55,5.06
Compress_40,42.53,45.41,52.87,2.88,10.34
Compress_40,44.75,50.83,50.54,6.08,5.79
Compress_40,44.22,39.59,54.03,4.63,9.81
Compress_40,42.47,38.8,52.36,3.67,9.89
Compress_40,41.31,40.1,53.15,1.21,11.84
Compress_40,42.5,37.79,54.85,4.71,12.34
Compress_40,42.68,44.43,50.93,1.75,8.25
Compress_40,43.28,37.37,53.54,5.92,10.26
Compress_40,43.76,38.81,49.97,4.95,6.21
Compress_40,44.33,42.91,47.15,1.42,2.82
Compress_40,44.16,41.37,52.36,2.8,8.2
Compress_40,43.34,37.59,53.75,5.75,10.41
Compress_40,42.97,37.99,52.85,4.98,9.87
Compress_40,42.58,39.62,46.86,2.96,4.29
Compress_40,44.36,43.95,53.3,0.41,8.94
Compress_40,45.16,43.91,52.04,1.25,6.88
Compress_40,42.02,33.88,50.91,8.14,8.89
Compress_40,42.25,35.08,51.32,7.17,9.07
Compress_40,43.65,39.38,43.77,4.27,0.12
Compress_40,45.78,45.38,46.44,0.4,0.66
Compress_40,43.73,46.32,44.24,2.59,0.51
Compress_40,44.48,44.55,50.82,0.06,6.34
Compress_40,43.3,39.38,45.93,3.91,2.64
Compress_40,40.8,43.72,38.72,2.92,2.08
Compress_40,44.17,43.32,52.21,0.85,8.03
Compress_40,42.36,41.26,54.33,1.1,11.97
Compress_40,48.05,43.41,51.73,4.64,3.68
Compress_40,44.83,40.09,48.83,4.74,4.0
Compress_40,43.74,40.55,51.07,3.2,7.33
Compress_40,45.01,42.64,47.41,2.36,2.41
Compress_40,43.08,43.38,52.53,0.3,9.45
Compress_40,43.63,43.73,49.69,0.1,6.06
Compress_40,42.27,42.58,53.25,0.31,10.98
Compress_40,43.8,38.51,51.93,5.29,8.13
Compress_40,40.8,46.54,45.94,5.74,5.14
Compress_40,43.81,45.21,52.07,1.4,8.26
Compress_40,43.84,41.62,47.97,2.22,4.13
Compress_40,42.42,38.54,50.73,3.88,8.31
Compress_40,42.79,42.37,49.87,0.41,7.08
Compress_40,42.33,39.54,52.23,2.79,9.9
Compress_40,44.03,44.81,45.46,0.79,1.43
Compress_40,43.64,44.07,45.95,0.43,2.31
Compress_40,39.74,42.02,49.64,2.28,9.9
Compress_40,44.86,44.72,47.54,0.14,2.67
Compress_40,44.18,43.27,34.51,0.91,9.67
Compress_40,43.34,42.05,47.97,1.3,4.63
Compress_40,42.8,41.68,51.52,1.12,8.72
Compress_40,43.43,43.2,49.25,0.23,5.82
Compress_40,43.93,41.82,49.03,2.11,5.09
Compress_40,44.79,44.55,52.47,0.24,7.68
Compress_40,43.09,42.19,51.21,0.9,8.12
Compress_40,48.17,48.77,43.33,0.6,4.84
Compress_40,42.27,42.29,33.7,0.02,8.57
Compress_40,43.59,42.52,45.35,1.07,1.76
Compress_40,42.0,39.34,54.37,2.66,12.38
Compress_40,41.44,40.05,35.68,1.39,5.76
Compress_40,43.85,42.78,49.81,1.07,5.96
Compress_40,41.77,41.9,48.6,0.12,6.83
